tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year
262500,1,1,711,1944,0,Apartment / Condo / Townhouse,Brick,,,51,9,6,2,43,18,35,42,36.0,49.0,77.0,201.0,69.0,6.0,3.0,2014
216250,1,1,712,1944,0,Single-Family,Brick,,,53,13,7,3,43,19,43,41,36.0,23.0,90.0,187.0,64.0,6.0,3.0,2004
270000,1,1,722,1985,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,101,8,8,11,74,4,30,26,33.0,48.0,85.0,218.0,66.0,4.0,3.0,2005
235000,1,1,723,2005,0,Apartment / Condo / Townhouse,Stucco,Other,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,278.0,85.0,8.0,3.0,2009
225000,1,1,724,1958,0,Apartment / Condo / Townhouse,Brick,,,122,11,27,25,183,12,69,36,57.0,13.0,83.0,118.0,41.0,6.0,3.0,2009
370000,1,1,725,2006,0,Apartment / Condo / Townhouse,Wood Siding,,,198,9,38,26,127,11,72,83,36.0,25.0,91.0,306.0,106.0,9.0,3.0,2011
232000,1,1,736,1998,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,31,3,7,8,77,1,14,11,36.0,47.0,83.0,243.0,74.0,8.0,3.0,2008
281900,1,1,737,2000,0,Apartment / Condo / Townhouse,Brick,,1.0,109,9,7,17,97,5,38,31,32.0,34.0,50.0,229.0,69.0,4.0,3.0,2005
355000,1,1,740,2000,0,Apartment / Condo / Townhouse,Brick,,,201,11,40,28,131,10,73,85,36.0,25.0,91.0,298.0,103.0,9.0,3.0,2006
350000,1,1,741,2006,0,Apartment / Condo / Townhouse,Wood Siding,,,198,9,38,26,127,11,72,83,36.0,25.0,91.0,291.0,101.0,9.0,3.0,2009
231900,1,1,750,1964,0,Apartment / Condo / Townhouse,Brick,,,100,8,9,10,85,9,81,28,35.0,63.0,70.0,118.0,41.0,7.0,3.0,2005
284000,1,1,755,1996,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,41,5,3,4,46,2,31,16,40.0,64.0,77.0,258.0,78.0,10.0,3.0,2012
255000,1,1,759,1959,0,Apartment / Condo / Townhouse,Brick,,,150,8,37,23,95,10,73,74,31.0,23.0,81.0,190.0,66.0,9.0,3.0,2012
285850,1,1,759,2006,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,99,9,8,11,103,4,46,34,31.0,30.0,99.0,266.0,81.0,8.0,3.0,2006
249298,1,1,759,2012,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,49,6,4,5,33,1,17,25,27.0,38.0,35.0,251.0,76.0,5.0,3.0,2012
380000,1,1,760,1991,0,Apartment / Condo / Townhouse,Brick,,,192,17,40,31,112,11,81,77,31.0,13.0,84.0,291.0,101.0,8.0,3.0,2011
244800,1,1,767,1944,0,Apartment / Condo / Townhouse,Brick,,,54,11,7,4,55,16,39,41,34.0,44.0,90.0,190.0,66.0,6.0,3.0,2011
397400,1,1,771,2005,111513,Apartment / Condo / Townhouse,Wood Siding,,,213,13,44,30,108,11,91,88,33.0,40.0,96.0,345.0,119.0,5.0,3.0,2005
345000,1,1,781,2006,0,Apartment / Condo / Townhouse,Wood Siding,,,54,8,6,3,48,16,37,44,33.0,35.0,72.0,284.0,98.0,6.0,3.0,2007
220000,1,1,792,1987,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,31,5,4,4,33,0,37,11,35.0,50.0,82.0,221.0,67.0,8.0,3.0,2009
279000,1,1,796,1986,0,Apartment / Condo / Townhouse,Concrete,Gravel/Rock,1.0,134,5,22,28,314,7,96,34,64.0,52.0,63.0,286.0,87.0,8.0,3.0,2014
286900,1,1,797,2005,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,58,3,4,11,166,6,36,9,32.0,69.0,70.0,184.0,56.0,7.0,3.0,2006
220000,1,1,800,1985,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18,1,0,3,15,0,5,11,39.0,64.0,81.0,184.0,56.0,6.0,3.0,2015
305000,1,1,805,1941,0,Apartment / Condo / Townhouse,Brick,,,46,8,6,3,51,15,33,37,36.0,37.0,80.0,150.0,49.0,4.0,3.0,2005
409575,1,1,805,2005,46609,Apartment / Condo / Townhouse,Concrete Block,,,193,10,37,27,133,10,74,86,29.0,15.0,82.0,302.0,104.0,9.0,3.0,2006
300367,1,1,805,2007,0,Apartment / Condo / Townhouse,Block,Roll Composition,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,261.0,79.0,5.0,3.0,2007
230000,1,1,809,1965,0,Apartment / Condo / Townhouse,Brick,,,48,7,3,9,49,2,36,48,40.0,41.0,90.0,172.0,60.0,9.0,3.0,2007
270000,1,1,810,1975,0,Apartment / Condo / Townhouse,Brick,,1.0,78,18,15,15,70,6,45,30,45.0,47.0,54.0,190.0,58.0,3.0,3.0,2005
210000,1,1,811,1969,0,Apartment / Condo / Townhouse,Brick,,,60,12,10,10,76,8,36,37,30.0,72.0,34.0,143.0,49.0,4.0,3.0,2011
366700,1,1,817,2004,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,274.0,83.0,7.0,3.0,2006
238600,1,1,834,1992,0,Apartment / Condo / Townhouse,Brick,,,45,12,9,11,28,7,33,20,43.0,32.0,66.0,185.0,61.0,2.0,3.0,2013
284900,1,1,838,2007,0,Apartment / Condo / Townhouse,Block,Roll Composition,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,249.0,76.0,5.0,3.0,2008
253000,1,1,850,1974,0,Apartment / Condo / Townhouse,Brick,,,97,15,11,12,97,2,70,25,32.0,13.0,72.0,146.0,48.0,2.0,3.0,2005
305000,1,1,850,1984,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,66,11,5,11,24,5,50,15,56.0,24.0,66.0,200.0,61.0,5.0,3.0,2006
280000,1,1,850,1986,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,66,11,5,9,28,5,52,14,56.0,24.0,66.0,180.0,55.0,5.0,3.0,2005
411000,1,1,855,2006,0,Apartment / Condo / Townhouse,Wood Siding,,,79,10,11,11,66,6,43,40,36.0,36.0,90.0,298.0,103.0,9.0,3.0,2007
270900,1,1,856,2005,0,Apartment / Condo / Townhouse,Wood Siding,,,65,8,6,7,51,6,33,35,33.0,16.0,72.0,167.0,58.0,4.0,3.0,2005
406250,1,1,859,2000,0,Apartment / Condo / Townhouse,Brick,,,201,11,40,28,131,10,73,85,36.0,25.0,91.0,316.0,109.0,9.0,3.0,2006
365000,1,1,866,1989,0,Apartment / Condo / Townhouse,Brick,,,190,7,34,36,194,12,62,33,32.0,31.0,85.0,277.0,96.0,6.0,3.0,2015
440000,1,1,879,2008,0,Apartment / Condo / Townhouse,Wood Siding,,,198,9,38,25,126,12,72,84,29.0,15.0,82.0,367.0,127.0,9.0,3.0,2009
250000,1,1,880,1965,0,Single-Family,Brick,,,64,8,6,7,51,8,34,33,37.0,42.0,57.0,125.0,43.0,4.0,3.0,2005
350100,1,1,900,1947,18730,Single-Family,Stucco,Composition Shingle,1.0,44,15,1,4,51,3,20,5,31.0,51.0,47.0,294.0,89.0,4.0,3.0,2006
250000,1,1,900,1965,0,Apartment / Condo / Townhouse,Brick,,,119,10,26,25,183,13,70,36,57.0,13.0,83.0,198.0,68.0,6.0,3.0,2011
305000,1,1,902,1978,0,Apartment / Condo / Townhouse,Concrete,Gravel/Rock,1.0,167,7,23,29,340,12,113,51,43.0,64.0,72.0,258.0,78.0,10.0,3.0,2005
200000,1,1,914,1982,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,95,18,19,18,92,6,49,21,52.0,33.0,53.0,180.0,54.0,3.0,3.0,2007
371500,1,1,917,2007,0,Apartment / Condo / Townhouse,Block,Roll Composition,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,319.0,97.0,5.0,3.0,2013
270000,1,1,920,1978,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,33,5,4,5,29,2,21,17,34.0,66.0,72.0,168.0,51.0,8.0,3.0,2005
318000,1,1,926,1973,0,Apartment / Condo / Townhouse,Brick,,,145,7,20,20,83,11,49,73,34.0,32.0,49.0,230.0,79.0,7.0,3.0,2008
408400,1,1,933,2005,0,Single-Family,Stucco,Other,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,8.0,3.0,2005
325000,1,1,934,1993,0,Apartment / Condo / Townhouse,Stucco,Composition Shingle,1.0,121,11,10,15,109,13,59,44,52.0,42.0,63.0,180.0,54.0,7.0,3.0,2005
239000,1,1,945,1984,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,21,3,1,5,28,3,9,13,48.0,40.0,59.0,184.0,56.0,7.0,1.0,2007
367500,1,1,950,1986,0,Apartment / Condo / Townhouse,Brick,,,192,7,34,37,194,10,61,33,45.0,32.0,79.0,345.0,119.0,6.0,3.0,2006
378000,1,1,961,2006,0,Apartment / Condo / Townhouse,Wood Siding,,,54,8,6,3,48,16,37,44,33.0,35.0,72.0,280.0,97.0,6.0,3.0,2013
269000,1,1,966,1996,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,110,12,10,14,102,12,60,44,52.0,42.0,63.0,241.0,73.0,7.0,3.0,2006
245000,1,1,999,1979,0,Apartment / Condo / Townhouse,Brick,,1.0,88,17,18,18,88,6,47,25,59.0,54.0,57.0,163.0,49.0,3.0,3.0,2007
225000,1,1,1005,1982,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,66,10,5,10,23,6,49,14,56.0,24.0,66.0,184.0,56.0,5.0,3.0,2014
302000,1,1,1014,1985,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,101,8,8,11,70,4,30,23,33.0,48.0,85.0,284.0,86.0,4.0,3.0,2011
387900,1,1,1050,2005,0,Apartment / Condo / Townhouse,Stucco,Other,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,8.0,3.0,2005
560000,1,1,1092,1984,0,Apartment / Condo / Townhouse,Brick,Asphalt,,194,6,35,39,193,10,63,35,46.0,37.0,90.0,489.0,169.0,6.0,3.0,2007
750000,1,1,1322,2009,0,Apartment / Condo / Townhouse,Wood Siding,,,266,10,53,47,320,35,122,94,28.0,52.0,72.0,666.0,231.0,8.0,3.0,2012
299700,1,2,814,2008,96703,Apartment / Condo / Townhouse,Wood Siding,Slate,,75,11,10,8,91,5,53,40,45.0,60.0,71.0,321.0,93.0,9.0,3.0,2012
779900,1,2,1207,2012,0,Apartment / Condo / Townhouse,Brick,,,164,11,32,31,107,12,62,64,36.0,25.0,75.0,612.0,212.0,8.0,3.0,2014
379000,1,2,1489,1940,0,Apartment / Condo / Townhouse,Brick,,,37,6,5,4,45,10,24,25,39.0,41.0,83.0,258.0,89.0,6.0,3.0,2007
225000,2,1,768,1950,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,8,1,0,3,9,2,10,9,35.0,29.0,73.0,192.0,58.0,4.0,3.0,2006
230000,2,1,793,1950,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10,1,0,4,10,2,10,10,35.0,29.0,73.0,196.0,59.0,4.0,3.0,2004
328000,2,1,800,1950,0,Apartment / Condo / Townhouse,Brick,,,74,15,13,11,51,18,44,42,33.0,35.0,87.0,219.0,76.0,6.0,3.0,2005
407800,2,1,803,2000,33541,Apartment / Condo / Townhouse,Wood Siding,,,198,9,38,25,127,11,72,83,36.0,25.0,91.0,309.0,107.0,9.0,3.0,2005
470630,2,1,814,2005,9686,Apartment / Condo / Townhouse,Concrete Block,,,146,7,22,20,79,10,49,73,27.0,21.0,94.0,313.0,108.0,9.0,3.0,2006
270000,2,1,816,1949,3846,Single-Family,Brick,Composition Shingle,1.0,43,9,4,6,24,0,21,11,38.0,63.0,46.0,340.0,103.0,5.0,3.0,2015
359500,2,1,835,1954,0,Apartment / Condo / Townhouse,Brick,,,38,9,5,4,51,9,32,29,31.0,58.0,93.0,282.0,93.0,4.0,3.0,2009
355000,2,1,836,1994,0,Apartment / Condo / Townhouse,Brick,,,56,7,9,6,64,6,40,41,36.0,36.0,90.0,265.0,92.0,9.0,3.0,2012
283000,2,1,845,1942,0,Apartment / Condo / Townhouse,Brick,,,148,12,20,13,88,13,65,49,44.0,20.0,74.0,182.0,63.0,7.0,3.0,2006
378000,2,1,864,1942,1296,Apartment / Condo / Townhouse,Brick,Roll Composition,1.0,70,9,14,13,59,5,35,45,35.0,47.0,32.0,319.0,106.0,4.0,3.0,2015
255000,2,1,870,1984,1306,Apartment / Condo / Townhouse,,Composition Shingle,,5,0,0,0,5,0,0,5,32.0,64.0,57.0,242.0,62.0,7.0,3.0,2007
306000,2,1,875,1950,0,Apartment / Condo / Townhouse,Brick,,,51,8,6,2,40,18,33,40,36.0,49.0,77.0,228.0,79.0,6.0,3.0,2012
292999,2,1,875,1950,1220551,Apartment / Condo / Townhouse,Brick,,,63,11,11,8,39,18,42,44,33.0,35.0,87.0,230.0,79.0,6.0,3.0,2014
369900,2,1,891,2004,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,294.0,89.0,7.0,3.0,2006
326000,2,1,893,2003,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,114,9,10,16,101,10,60,41,32.0,32.0,88.0,303.0,92.0,7.0,3.0,2011
350000,2,1,900,1941,0,Apartment / Condo / Townhouse,Brick,,,51,8,7,4,53,18,37,43,36.0,37.0,80.0,240.0,79.0,4.0,3.0,2005
350000,2,1,900,1941,0,Single-Family,Brick,,,51,8,7,4,53,18,37,43,36.0,37.0,80.0,240.0,79.0,4.0,3.0,2005
396875,2,1,912,1960,48787,Apartment / Condo / Townhouse,Brick,,,189,13,37,31,102,11,75,64,28.0,15.0,86.0,250.0,87.0,8.0,3.0,2005
374900,2,1,912,1983,0,Apartment / Condo / Townhouse,Brick,,,51,8,6,2,40,18,33,40,36.0,49.0,77.0,266.0,92.0,6.0,3.0,2005
232150,2,1,920,1941,0,Apartment / Condo / Townhouse,Brick,,,65,9,9,4,55,17,44,44,36.0,37.0,80.0,240.0,80.0,4.0,3.0,2003
327000,2,1,924,1961,0,Apartment / Condo / Townhouse,Brick,,,50,7,2,6,52,4,37,37,34.0,34.0,66.0,235.0,81.0,9.0,3.0,2008
455900,2,1,928,2013,0,Apartment / Condo / Townhouse,Wood Siding,,,107,9,30,19,89,6,47,58,33.0,65.0,84.0,345.0,119.0,9.0,3.0,2013
290000,2,1,930,1983,0,Apartment / Condo / Townhouse,Brick,,,51,9,6,2,45,18,32,42,36.0,49.0,77.0,244.0,84.0,6.0,3.0,2006
301000,2,1,930,1986,1135,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,92,8,7,9,47,5,45,17,31.0,74.0,59.0,204.0,62.0,8.0,3.0,2005
275000,2,1,930,1988,1059,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,6,2,0,0,4,0,4,1,36.0,62.0,63.0,233.0,71.0,7.5,2.0,2004
531000,2,1,931,2006,0,Apartment / Condo / Townhouse,Wood Siding,,,193,14,42,28,114,11,93,89,33.0,40.0,96.0,414.0,143.0,5.0,3.0,2011
405000,2,1,945,1955,14374,Single-Family,Brick,Composition Shingle,1.0,32,6,3,7,27,2,22,12,38.0,64.0,73.0,457.0,139.0,8.0,3.0,2012
336000,2,1,950,1941,0,Apartment / Condo / Townhouse,Brick,,,42,6,7,4,50,14,31,31,39.0,21.0,89.0,276.0,91.0,4.0,3.0,2014
214000,2,1,952,1964,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,129,8,22,25,318,7,102,34,36.0,42.0,67.0,202.0,61.0,8.0,3.0,2010
327500,2,1,958,1941,0,Apartment / Condo / Townhouse,Brick,,,65,8,9,4,55,17,44,42,39.0,21.0,89.0,234.0,77.0,4.0,3.0,2010
251489,2,1,959,1930,4918,Single-Family,Wood Shingle,,,1,0,0,0,4,0,0,0,43.0,60.0,36.0,176.0,49.0,5.0,3.0,2010
238900,2,1,960,1963,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,72,9,8,9,100,10,97,25,40.0,68.0,73.0,195.0,59.0,9.0,3.0,2013
297000,2,1,960,1964,0,Apartment / Condo / Townhouse,Brick,,1.0,173,11,38,30,106,10,73,72,32.0,24.0,82.0,262.0,91.0,5.0,3.0,2007
235000,2,1,960,1985,800,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,69,6,5,8,40,4,44,15,30.0,50.0,45.0,204.0,62.0,6.0,3.0,2014
210000,2,1,960,1989,1820,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,6,2,0,0,4,0,4,1,36.0,62.0,63.0,216.0,66.0,7.5,2.0,2012
215000,2,1,966,1958,0,Apartment / Condo / Townhouse,Brick,,,96,11,12,7,38,8,39,34,36.0,40.0,81.0,147.0,51.0,4.0,3.0,2010
285000,2,1,966,1994,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,109,12,10,14,103,12,60,44,52.0,42.0,63.0,258.0,78.0,7.0,3.0,2013
239900,2,1,976,1971,1120,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,95,6,10,6,42,2,51,24,32.0,83.0,31.0,200.0,61.0,5.0,3.0,2006
375500,2,1,983,1984,0,Apartment / Condo / Townhouse,Brick,,,194,6,35,39,193,10,63,35,46.0,37.0,90.0,298.0,103.0,6.0,3.0,2013
415000,2,1,993,1984,0,Single-Family,Brick,,,194,6,35,39,193,10,63,35,46.0,37.0,90.0,336.0,116.0,6.0,3.0,2006
230581,2,1,996,1987,0,Apartment / Condo / Townhouse,,Composition Shingle,,72,3,10,10,136,7,46,23,35.0,89.0,59.0,164.0,42.0,7.0,3.0,2007
400000,2,1,1008,1987,1995,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,19,1,3,0,8,1,7,6,41.0,62.0,85.0,254.0,77.0,6.0,2.0,2006
420000,2,1,1010,1954,0,Apartment / Condo / Townhouse,Brick,,,40,8,5,4,50,14,32,33,31.0,58.0,93.0,295.0,98.0,4.0,3.0,2005
292000,2,1,1011,1958,0,Apartment / Condo / Townhouse,Brick,,,96,11,12,7,38,8,39,34,36.0,40.0,81.0,149.0,51.0,4.0,3.0,2005
200000,2,1,1015,1930,1615,Single-Family,Brick,,1.0,185,8,31,32,284,33,173,81,38.0,56.0,55.0,353.0,117.0,2.0,3.0,2003
226000,2,1,1021,1961,0,Apartment / Condo / Townhouse,Brick,,,48,7,2,6,52,5,36,35,34.0,34.0,66.0,201.0,69.0,9.0,3.0,2010
220000,2,1,1024,2010,0,Apartment / Condo / Townhouse,Masonry,,,76,7,19,14,39,7,32,33,44.0,40.0,28.0,228.0,75.0,3.0,3.0,2011
280000,2,1,1032,1958,0,Single-Family,Brick,,,128,11,29,25,184,15,68,41,57.0,13.0,83.0,208.0,72.0,6.0,3.0,2009
299900,2,1,1032,1964,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,76,16,12,11,90,5,29,22,40.0,50.0,55.0,154.0,47.0,3.0,3.0,2006
204000,2,1,1044,1961,0,Apartment / Condo / Townhouse,Brick,,,48,7,2,6,52,5,36,35,34.0,34.0,66.0,201.0,69.0,9.0,3.0,2015
350000,2,1,1062,1983,0,Apartment / Condo / Townhouse,Brick,,,43,7,6,2,23,18,28,42,33.0,35.0,87.0,267.0,92.0,6.0,3.0,2007
228000,2,1,1070,1972,0,Single-Family,Brick,Composition Shingle,1.0,34,2,0,3,25,6,13,20,47.0,51.0,77.0,184.0,56.0,7.0,3.0,2014
300000,2,1,1073,1972,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,21,3,1,5,13,3,11,12,43.0,22.0,67.0,179.0,54.0,7.0,3.0,2005
280000,2,1,1083,1965,0,Apartment / Condo / Townhouse,Brick,,,132,9,13,15,79,9,49,49,55.0,23.0,42.0,190.0,66.0,5.0,3.0,2014
305500,2,1,1100,1960,0,Apartment / Condo / Townhouse,Brick,,,212,14,43,33,146,9,84,86,33.0,62.0,81.0,303.0,105.0,9.0,3.0,2008
348500,2,1,1103,1944,0,Apartment / Condo / Townhouse,Brick,,,48,12,6,2,48,19,41,41,36.0,23.0,90.0,252.0,87.0,6.0,3.0,2009
210000,2,1,1177,1975,0,Apartment / Condo / Townhouse,Brick,,1.0,78,18,15,15,70,6,45,30,45.0,47.0,54.0,220.0,67.0,3.0,3.0,2001
250000,2,1,1179,1964,0,Apartment / Condo / Townhouse,Brick,,,103,24,17,15,95,7,46,22,29.0,53.0,36.0,143.0,49.0,3.0,3.0,2006
229000,2,1,1185,1953,15681,Single-Family,Siding (Alum/Vinyl),,1.0,0,0,0,0,4,0,0,1,43.0,60.0,36.0,198.0,56.0,5.0,3.0,2002
300000,2,1,1188,1954,3001,Single-Family,Brick,Asphalt,1.0,29,7,3,3,36,1,23,15,34.0,68.0,36.0,255.0,84.0,2.0,3.0,2009
220000,2,1,1194,1979,0,Apartment / Condo / Townhouse,Brick,,1.0,88,17,18,18,88,6,47,25,59.0,54.0,57.0,188.0,57.0,3.0,3.0,2014
275000,2,1,1197,1972,1306,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,22,2,1,5,10,3,11,11,28.0,80.0,22.0,231.0,70.0,5.0,3.0,2013
312000,2,1,1200,1950,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,8,1,0,3,9,2,10,9,35.0,29.0,73.0,295.0,89.0,4.0,3.0,2012
265000,2,1,1240,1987,3484,Apartment / Condo / Townhouse,,Composition Shingle,1.0,67,4,4,11,162,3,40,24,35.0,50.0,66.0,261.0,67.0,7.0,3.0,2013
265000,2,1,1240,1987,3484,Single-Family,,asphalt,1.0,67,4,4,11,162,3,40,24,35.0,50.0,66.0,261.0,67.0,7.0,3.0,2013
231525,2,1,1242,1984,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,33,4,3,5,24,2,22,17,37.0,50.0,63.0,225.0,68.0,8.0,3.0,2012
239900,2,1,1250,1983,0,Apartment / Condo / Townhouse,Stucco,Gravel/Rock,1.0,39,15,7,4,35,0,11,7,35.0,44.0,80.0,217.0,66.0,4.0,3.0,2007
305000,2,1,1288,1980,0,Apartment / Condo / Townhouse,Brick,,1.0,82,16,16,17,73,6,46,25,59.0,54.0,57.0,233.0,71.0,3.0,3.0,2005
337600,2,1,1296,1954,3001,Single-Family,Brick,Asphalt,1.0,28,7,3,3,33,1,23,15,34.0,68.0,36.0,259.0,86.0,2.0,3.0,2005
