tx_price,beds,baths,sqft,lot_size,restaurants,groceries,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,median_school,num_schools,two_and_two,old_properties,tax_and_insurance,during_recession,property_age,school_score,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Metal,exterior_walls_Missing,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,roof_Asphalt,roof_Composition Shingle,roof_Missing,roof_Other,roof_Shake Shingle,property_type_Apartment / Condo / Townhouse,property_type_Single-Family
417000,3,4,1712,2184,0,0,0,2,1,0,3,44.0,77.0,62.0,6.0,3.0,0,0,512.0,0,14,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
305109,3,4,1750,1850,73,3,10,84,11,30,30,61.0,38.0,66.0,7.0,3.0,0,1,531.0,1,45,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
275000,3,4,1764,2893,71,10,5,31,12,37,35,33.0,79.0,55.0,5.0,3.0,0,1,599.0,0,35,15.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
570000,3,4,1774,1600,112,18,12,89,3,31,23,35.0,55.0,28.0,4.0,3.0,0,0,662.0,0,23,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
560000,3,4,1920,1742,7,2,1,5,0,3,4,36.0,66.0,79.0,6.0,3.0,0,0,591.0,0,9,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
285540,3,4,2036,2178,23,2,1,52,5,16,29,34.0,78.0,66.0,6.0,3.0,0,0,554.0,0,0,18.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
318500,3,4,2052,0,104,9,15,36,7,34,33,38.0,46.0,42.0,6.0,3.0,0,0,513.0,0,14,18.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
542450,3,4,2100,5606,8,2,1,4,1,6,2,34.0,84.0,52.0,5.5,2.0,0,0,480.0,0,0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
345000,3,4,2136,3034,58,5,7,78,5,85,23,52.0,61.0,86.0,9.0,3.0,0,0,898.0,0,10,27.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
549000,3,4,2160,1800,61,9,4,71,3,51,14,35.0,77.0,46.0,5.0,3.0,0,0,625.0,1,12,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
593046,3,4,2208,1800,9,1,1,3,0,7,3,28.0,68.0,60.0,5.5,2.0,0,0,566.0,0,0,11.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
228000,3,4,2223,2718,0,0,0,1,1,0,2,33.0,95.0,54.0,8.0,3.0,0,0,343.0,1,24,24.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
373275,3,4,2236,1944,21,4,5,15,1,18,10,34.0,66.0,72.0,8.0,3.0,0,0,801.0,0,0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
206500,3,4,2367,28749,13,2,1,11,2,6,3,37.0,69.0,36.0,6.0,3.0,0,0,377.0,0,14,18.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
525500,3,4,2382,2614,18,4,2,12,1,10,10,31.0,77.0,69.0,7.0,2.0,0,0,532.0,0,4,14.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
650000,3,4,2400,2309,64,10,7,80,6,47,42,45.0,60.0,71.0,9.0,3.0,0,0,929.0,0,17,27.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
363000,3,4,2422,3258,19,2,5,22,2,14,7,35.0,94.0,75.0,8.5,2.0,0,0,428.0,0,8,17.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
427000,3,4,2803,10890,10,3,1,20,0,18,10,49.0,89.0,70.0,8.0,3.0,0,0,485.0,1,28,24.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
500000,3,4,3019,2532,53,6,8,82,9,80,27,33.0,74.0,80.0,9.0,3.0,0,0,812.0,0,26,27.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
760000,3,4,3084,0,119,7,22,302,6,76,26,36.0,68.0,72.0,8.0,3.0,0,0,887.0,1,11,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
755000,3,4,3200,0,118,7,22,297,6,77,27,36.0,68.0,72.0,8.0,3.0,0,0,892.0,1,7,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
707368,3,4,3261,0,119,7,22,297,6,84,28,36.0,68.0,72.0,8.0,3.0,0,0,896.0,0,0,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
412939,3,4,3578,3920,17,0,0,8,0,6,13,40.0,56.0,68.0,8.0,3.0,0,0,627.0,0,0,24.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
763812,3,4,4300,0,209,10,41,186,17,64,81,31.0,29.0,90.0,8.0,3.0,0,0,2614.0,0,17,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
425000,4,1,1142,10890,3,0,1,1,0,2,12,41.0,71.0,58.0,4.0,3.0,0,1,497.0,1,34,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
216500,4,1,1176,20037,0,0,0,1,1,0,0,47.0,67.0,41.0,7.5,2.0,0,1,360.0,0,42,15.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
328150,4,1,1326,11761,6,1,0,21,1,4,8,37.0,81.0,34.0,6.0,3.0,0,1,426.0,0,51,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
325000,4,1,1365,7370,52,11,3,48,1,30,9,30.0,84.0,25.0,4.0,3.0,0,1,491.0,1,63,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
239900,4,1,1374,1307,47,1,1,45,4,34,15,36.0,83.0,74.0,8.0,3.0,0,0,414.0,0,4,24.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
355000,4,1,1662,6499,26,8,2,31,1,19,5,39.0,56.0,19.0,4.0,3.0,0,1,447.0,1,55,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
250000,4,1,1764,9461,38,5,2,43,1,21,4,30.0,84.0,25.0,4.0,3.0,0,1,490.0,0,65,12.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
515000,4,1,2852,6098,7,2,1,5,0,3,2,42.0,85.0,76.0,6.0,3.0,0,0,670.0,0,16,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
345000,4,1,2912,20473,2,0,1,2,0,2,1,53.0,93.0,93.0,10.0,3.0,0,0,1067.0,0,5,30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
675000,4,1,3616,12196,56,12,14,37,2,18,9,37.0,93.0,47.0,3.0,3.0,0,0,762.0,1,27,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
508053,4,1,4116,12196,57,9,4,67,2,36,21,34.0,59.0,63.0,8.0,3.0,0,0,1069.0,0,1,24.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
687500,4,1,4300,22215,7,2,5,13,0,4,7,44.0,86.0,85.0,9.0,3.0,0,0,855.0,1,1,27.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
539079,4,1,5327,19602,11,1,3,5,0,3,4,48.0,79.0,90.0,10.0,3.0,0,0,1389.0,0,0,30.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
215000,4,2,800,10001,0,0,0,2,0,1,4,36.0,69.0,51.0,6.0,3.0,0,1,304.0,0,44,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
290000,4,2,876,18730,22,5,2,30,1,19,8,39.0,56.0,19.0,4.0,3.0,0,1,614.0,1,71,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
400000,4,2,954,22215,9,2,1,16,1,3,5,40.0,73.0,44.0,4.0,3.0,0,1,522.0,1,54,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
485000,4,2,988,11761,8,2,3,3,0,0,6,58.0,66.0,81.0,5.0,3.0,0,1,694.0,0,49,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
202000,4,2,1040,10001,26,10,2,24,0,10,7,30.0,89.0,13.0,5.0,3.0,0,1,259.0,0,44,15.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
281000,4,2,1040,15245,26,5,3,36,5,9,11,47.0,79.0,63.0,8.0,3.0,0,1,565.0,0,26,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
300000,4,2,1046,8537,91,7,12,78,6,46,13,30.0,62.0,23.0,4.0,3.0,0,1,566.0,0,56,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
266000,4,2,1056,9465,47,15,5,63,2,26,5,37.0,62.0,55.0,4.0,3.0,0,1,454.0,1,56,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
412000,4,2,1080,7199,38,9,6,48,2,34,12,34.0,86.0,66.0,4.0,3.0,0,1,480.0,0,56,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
385000,4,2,1092,11761,5,1,1,5,1,13,6,45.0,87.0,79.0,9.0,3.0,0,1,555.0,0,44,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
215000,4,2,1152,15681,24,5,0,14,1,21,6,40.0,47.0,5.0,3.5,2.0,0,1,265.0,0,64,7.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
585000,4,2,1170,5998,197,9,34,197,15,69,48,47.0,52.0,79.0,6.0,3.0,0,1,727.0,0,70,18.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
420000,4,2,1170,10599,84,5,9,66,5,46,19,43.0,70.0,52.0,4.0,2.0,0,1,566.0,0,55,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
315000,4,2,1200,1359,22,1,1,36,3,21,9,28.0,76.0,42.0,8.0,3.0,0,0,333.0,0,9,24.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
645000,4,2,1226,14810,39,1,5,50,5,30,35,39.0,78.0,74.0,9.0,3.0,0,1,800.0,0,56,27.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
276840,4,2,1269,8563,124,15,10,178,4,67,13,32.0,82.0,37.0,6.0,3.0,0,1,416.0,0,53,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
350000,4,2,1269,9121,113,12,10,169,4,67,11,32.0,82.0,37.0,6.0,3.0,0,1,426.0,0,58,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
500000,4,2,1272,12632,45,5,6,71,7,78,21,43.0,71.0,66.0,9.0,3.0,0,1,640.0,1,54,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
526000,4,2,1276,11325,1,0,0,2,2,1,3,46.0,80.0,86.0,6.0,3.0,0,1,694.0,0,45,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
390000,4,2,1302,10558,32,4,2,27,5,30,20,49.0,73.0,63.0,7.0,3.0,0,1,445.0,0,50,21.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
343500,4,2,1311,10323,27,4,2,33,0,7,3,38.0,70.0,25.0,5.0,3.0,0,0,355.0,0,17,15.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
275000,4,2,1314,30056,4,1,0,5,2,10,3,50.0,89.0,60.0,3.0,3.0,0,1,528.0,0,44,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
375000,4,2,1323,11325,19,5,1,17,1,12,7,49.0,84.0,65.0,9.0,3.0,0,1,575.0,0,44,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
625000,4,2,1325,8276,80,6,13,73,8,22,39,40.0,70.0,82.0,9.0,3.0,0,1,727.0,0,57,27.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
489950,4,2,1350,10497,45,6,3,43,2,23,6,39.0,74.0,57.0,4.0,3.0,0,1,641.0,0,58,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
329000,4,2,1360,10858,0,0,0,2,1,2,3,45.0,82.0,51.0,6.0,3.0,0,1,480.0,1,53,18.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
335000,4,2,1360,1480,57,7,5,46,5,34,15,37.0,80.0,59.0,6.0,3.0,0,0,421.0,1,29,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
214900,4,2,1364,8276,42,7,2,33,3,29,26,29.0,63.0,45.0,3.0,3.0,0,1,426.0,0,39,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
559900,4,2,1386,4199,98,12,7,43,8,48,27,36.0,60.0,44.0,7.0,3.0,0,1,678.0,1,82,21.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
200100,4,2,1387,10010,41,6,2,58,0,21,10,28.0,69.0,29.0,5.0,3.0,0,1,339.0,1,50,15.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
234000,4,2,1396,5000,77,7,13,68,5,33,51,33.0,65.0,84.0,9.0,3.0,0,1,872.0,0,80,27.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
230000,4,2,1404,11325,25,7,0,14,2,21,10,35.0,69.0,25.0,3.0,3.0,0,1,437.0,1,49,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
617500,4,2,1436,10890,84,4,11,73,6,56,33,45.0,70.0,71.0,9.0,3.0,0,1,737.0,0,40,27.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
645000,4,2,1449,14374,42,7,7,56,9,44,17,45.0,82.0,80.0,9.0,3.0,0,1,789.0,0,42,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
377750,4,2,1476,7200,31,6,5,41,1,27,11,44.0,68.0,56.0,4.0,3.0,0,1,488.0,1,61,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
390000,4,2,1484,7501,60,5,7,79,5,86,25,50.0,57.0,77.0,9.0,3.0,0,1,801.0,0,43,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
346080,4,2,1492,12196,93,6,20,230,4,68,25,38.0,64.0,73.0,8.0,3.0,0,1,561.0,0,57,24.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
418000,4,2,1500,9491,33,5,4,30,2,14,12,34.0,80.0,70.0,6.5,2.0,0,1,550.0,0,36,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
422000,4,2,1505,10558,0,0,1,1,1,2,4,45.0,82.0,51.0,6.0,3.0,0,1,497.0,1,56,18.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
200000,4,2,1512,4568,56,7,4,46,7,32,15,44.0,71.0,63.0,6.0,3.0,0,1,411.0,0,38,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
227000,4,2,1540,1742,10,2,1,4,0,4,4,34.0,82.0,35.0,6.0,3.0,0,1,364.0,0,35,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
475000,4,2,1549,13503,137,15,11,88,9,88,44,36.0,72.0,50.0,5.0,3.0,0,1,406.0,0,45,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
530000,4,2,1577,14810,24,2,5,8,6,3,12,45.0,78.0,68.0,8.0,1.0,0,1,625.0,0,46,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
375000,4,2,1588,7841,45,7,2,28,5,30,26,29.0,63.0,45.0,3.0,3.0,0,1,426.0,0,41,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
439900,4,2,1590,11325,5,3,1,14,0,4,4,43.0,73.0,61.0,9.0,1.0,0,1,599.0,0,37,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
219900,4,2,1590,10698,0,0,0,5,0,0,3,38.0,83.0,67.0,9.0,1.0,0,1,614.0,0,25,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
308000,4,2,1592,6655,47,10,6,23,0,26,8,28.0,54.0,46.0,5.0,3.0,0,1,469.0,0,73,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
242000,4,2,1593,3079,19,4,0,9,0,18,5,39.0,83.0,55.0,5.0,2.0,0,0,282.0,0,11,10.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
565000,4,2,1596,20037,21,3,3,28,5,7,8,45.0,78.0,68.0,8.0,1.0,0,1,640.0,1,44,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
258400,4,2,1640,11325,1,0,0,2,0,0,0,43.0,60.0,36.0,5.0,3.0,0,1,392.0,1,75,15.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
410000,4,2,1653,10158,17,0,2,17,0,7,3,36.0,77.0,54.0,4.0,3.0,0,1,545.0,1,62,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
562500,4,2,1653,17424,1,1,0,4,1,0,4,40.0,87.0,65.0,9.0,3.0,0,1,625.0,0,53,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
430000,4,2,1658,10500,7,7,0,18,2,7,3,45.0,78.0,68.0,3.0,3.0,0,1,5882.0,0,41,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
395000,4,2,1659,8533,3,0,1,2,0,3,13,40.0,76.0,64.0,4.0,3.0,0,1,502.0,0,42,12.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
348900,4,2,1662,1812,78,7,12,89,11,38,29,61.0,38.0,66.0,7.0,3.0,0,1,459.0,0,40,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
343000,4,2,1663,10890,0,0,0,0,1,0,1,45.0,72.0,63.0,6.0,3.0,0,1,449.0,1,43,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
377000,4,2,1702,1742,2,0,0,3,0,3,10,30.0,76.0,69.0,6.5,2.0,0,0,481.0,0,0,13.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
260000,4,2,1719,10585,23,6,0,18,1,13,5,40.0,76.0,54.0,3.0,3.0,0,1,459.0,0,47,9.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
400000,4,2,1721,11761,14,7,1,14,0,19,3,34.0,78.0,32.0,3.0,3.0,0,1,485.0,1,47,9.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
575000,4,2,1736,10842,53,1,8,39,2,35,18,45.0,96.0,84.0,8.0,3.0,0,1,533.0,0,29,24.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
390000,4,2,1744,8768,0,0,0,1,0,1,3,43.0,95.0,77.0,8.0,2.0,0,1,561.0,0,25,16.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
500000,4,2,1746,19602,3,1,1,5,0,0,6,45.0,83.0,75.0,8.0,3.0,0,1,721.0,0,51,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
304000,4,2,1755,10010,5,3,1,9,0,5,4,36.0,75.0,35.0,4.0,3.0,0,1,395.0,0,51,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
204000,4,2,1760,1742,8,1,0,13,1,11,7,34.0,82.0,35.0,6.0,3.0,0,1,360.0,0,35,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
335000,4,2,1772,11761,7,2,0,9,1,6,13,37.0,78.0,45.0,5.0,3.0,0,1,480.0,0,52,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
210000,4,2,1791,14810,16,3,1,24,3,6,15,41.0,80.0,55.0,5.0,3.0,0,1,571.0,0,31,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
495000,4,2,1795,10698,6,1,0,16,1,2,7,33.0,62.0,44.0,6.0,3.0,0,1,502.0,0,50,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
440000,4,2,1800,10310,95,7,20,234,4,84,26,38.0,64.0,73.0,8.0,3.0,0,1,673.0,0,62,24.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
225000,4,2,1800,10454,79,4,14,172,4,45,28,35.0,50.0,66.0,7.0,3.0,0,0,426.0,1,30,21.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
425000,4,2,1810,2426,28,4,2,21,2,12,8,26.0,75.0,81.0,6.5,2.0,0,0,469.0,0,22,13.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
387700,4,2,1820,10393,26,5,2,24,1,13,8,38.0,84.0,54.0,4.0,3.0,0,1,550.0,1,61,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
625000,4,2,1820,12196,28,4,2,33,3,20,7,48.0,86.0,76.0,9.0,3.0,0,1,737.0,0,37,27.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
358900,4,2,1824,11761,13,6,0,11,0,15,9,36.0,87.0,61.0,5.0,3.0,0,1,522.0,1,31,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
340000,4,2,1848,8659,56,12,4,46,3,45,18,42.0,90.0,59.0,5.0,3.0,0,1,459.0,1,34,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
540000,4,2,1858,8428,13,3,0,9,1,5,5,42.0,77.0,50.0,6.0,3.0,0,0,480.0,0,21,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
515000,4,2,1868,12196,20,5,1,16,0,24,7,41.0,78.0,62.0,9.0,3.0,0,1,716.0,0,31,27.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
708121,4,2,1880,10798,6,1,0,3,0,2,0,44.0,94.0,78.0,7.5,2.0,0,0,651.0,0,19,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
502250,4,2,1882,29185,0,0,0,0,0,0,5,49.0,91.0,83.0,8.0,1.0,0,1,694.0,0,25,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
580000,4,2,1888,1936,2,0,0,2,1,2,6,38.0,70.0,89.0,10.0,3.0,0,1,747.0,1,42,30.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
649000,4,2,1900,21780,14,3,1,15,1,8,7,36.0,86.0,50.0,4.0,3.0,0,1,609.0,0,50,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
202530,4,2,1907,3484,2,0,0,10,3,5,8,39.0,74.0,70.0,9.0,3.0,0,0,517.0,0,1,27.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
399000,4,2,1915,10441,7,2,1,14,0,9,8,41.0,82.0,38.0,4.0,2.0,0,0,533.0,0,18,8.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
232200,4,2,1918,10511,38,4,5,43,5,23,13,44.0,100.0,72.0,8.0,3.0,0,1,614.0,0,31,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
350400,4,2,1942,8276,10,2,1,5,0,4,5,37.0,86.0,53.0,6.0,3.0,0,1,462.0,1,40,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
375000,4,2,1950,10643,14,2,2,7,3,3,7,38.0,83.0,67.0,9.0,1.0,0,1,575.0,0,34,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
268000,4,2,1958,9400,19,2,1,12,1,17,10,36.0,92.0,76.0,7.0,2.0,0,1,531.0,0,22,14.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
274900,4,2,1976,8890,16,3,2,19,2,17,11,36.0,87.0,61.0,5.0,3.0,0,1,458.0,0,33,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
384406,4,2,1979,10001,5,0,0,8,3,0,2,32.0,88.0,45.0,5.0,3.0,0,0,475.0,0,0,15.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
235000,4,2,1992,9504,7,2,1,8,0,9,5,41.0,78.0,62.0,9.0,3.0,0,1,775.0,0,21,27.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
485000,4,2,2000,8511,66,3,7,126,4,39,8,37.0,70.0,36.0,3.0,3.0,0,1,475.0,0,45,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
451500,4,2,2022,10197,64,14,2,48,3,36,7,29.0,85.0,36.0,3.0,3.0,0,1,459.0,0,52,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
418000,4,2,2031,14810,18,5,3,20,2,12,19,56.0,58.0,54.0,5.0,3.0,0,1,447.0,0,52,15.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
555000,4,2,2032,8607,0,0,0,1,0,0,2,42.0,97.0,68.0,7.5,2.0,0,0,656.0,1,21,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
345000,4,2,2040,7840,10,2,1,4,0,4,4,37.0,86.0,53.0,6.0,3.0,0,1,486.0,1,38,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
375000,4,2,2051,8890,86,5,4,34,1,47,13,32.0,62.0,63.0,5.0,3.0,0,1,469.0,1,37,15.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
550500,4,2,2065,15681,0,0,0,0,2,0,3,46.0,80.0,86.0,6.0,3.0,0,1,775.0,0,43,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
630000,4,2,2067,4700,42,6,4,47,15,30,30,34.0,57.0,72.0,4.0,3.0,0,1,755.0,0,57,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
590000,4,2,2096,6438,26,3,2,16,3,14,10,43.0,61.0,51.0,5.0,2.0,0,0,677.0,0,20,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
306484,4,2,2102,3920,37,6,4,42,1,40,11,33.0,60.0,56.0,3.0,3.0,0,0,505.0,0,29,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
495000,4,2,2104,10497,6,1,1,6,0,14,8,41.0,85.0,66.0,8.0,3.0,0,1,561.0,0,51,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
642000,4,2,2106,10890,0,0,0,2,1,1,3,40.0,86.0,74.0,6.0,3.0,0,1,764.0,1,52,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
414000,4,2,2112,16552,12,2,0,11,2,1,5,32.0,88.0,45.0,5.0,3.0,0,0,446.0,0,5,15.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
215000,4,2,2125,10567,12,4,1,15,1,8,7,31.0,77.0,54.0,8.0,3.0,0,1,640.0,0,33,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
415000,4,2,2144,9513,6,2,0,0,0,4,3,42.0,86.0,71.0,6.5,2.0,0,1,533.0,1,44,13.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
673000,4,2,2145,10815,18,1,1,28,0,38,7,48.0,88.0,78.0,9.0,3.0,0,1,770.0,0,35,27.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
700000,4,2,2146,26571,0,0,0,0,0,0,0,47.0,92.0,84.0,9.0,3.0,0,1,908.0,0,33,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
700000,4,2,2152,14810,0,0,0,0,0,0,2,40.0,75.0,57.0,9.0,3.0,0,1,770.0,1,44,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
253000,4,2,2158,10890,0,0,0,0,0,0,1,40.0,91.0,71.0,9.0,3.0,0,0,640.0,0,20,27.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
450000,4,2,2196,18295,20,5,1,16,0,11,12,41.0,65.0,65.0,8.0,3.0,0,1,587.0,1,46,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
385000,4,2,2200,10502,7,1,0,4,0,11,3,39.0,83.0,55.0,5.0,2.0,0,0,435.0,0,16,10.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
